,name,host_name,host_location,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,latitude,property_type,accommodates,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_60,availability_365,number_of_reviews_ltm,last_review,review_scores_cleanliness,review_scores_location,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
7038,Métro D - Le cocon des artistes,Jane,"Lyon, France",within an hour,f,2.0,f,45.77209,Entire rental unit,6,2.0,101.0,365,2,1125,1125.0,26,289,69,2024-11-24,4.82,4.6,t,1,0
7039,Jolie petite chambre vue sur le Rhône. Parking.,Claude,"Lyon, France",within a few hours,t,3.0,t,45.7516482570359,Private room in rental unit,2,1.0,82.0,1125,1,1125,1125.0,0,166,41,2024-11-22,4.74,4.95,f,0,0
7040,"Le Franklin, appartement, dans 6e arrondissement",Martine,"Lyon, France",within an hour,t,2.0,t,45.7693014302896,Entire rental unit,4,1.0,130.0,365,2,1125,1125.0,31,193,24,2024-12-09,4.98,5.0,t,2,0
7041,Logement proximité Grange Blanche,Xavier,,within an hour,f,3.0,t,45.7501358162574,Private room in rental unit,6,0.0,50.0,1125,1,1125,1125.0,43,331,7,2024-11-22,4.65,4.87,t,1,0
7042,T2 neuf Lyon centre,Hugo,"Lyon, France",within a day,f,1.0,f,45.7488293,Entire rental unit,2,1.0,130.0,365,3,365,365.0,36,156,11,2024-12-08,4.91,4.83,f,1,0
7043,cosy tout confort proche gare,Alexandre,,,f,1.0,f,45.7523587,Entire rental unit,1,1.0,70.0,365,30,1125,1125.0,59,364,0,,,,t,1,0
7044,Chambre cosy Lyon 7,Catherine,"Lyon, France",within an hour,t,1.0,t,45.7455473379596,Private room in rental unit,2,1.0,51.0,365,1,365,365.0,34,335,86,2024-12-12,4.86,4.87,f,0,0
7045,T2  Haussmannien Part Dieu,Christiana,,within an hour,f,2.0,t,45.7649175015532,Entire rental unit,4,1.0,115.0,30,3,30,30.0,42,347,1,2024-06-04,4.3,4.7,f,1,0
7046,Location d'une chambre.,Léa,"Lyon, France",,f,2.0,t,45.7365,Private room in rental unit,2,,,365,1,365,365.0,59,89,0,2023-03-09,5.0,4.67,f,1,0
7047,Appartement sympa et lumineux,Sophie,"Lyon, France",a few days or more,f,1.0,t,45.7307383,Entire rental unit,2,1.0,64.0,365,30,1125,1125.0,60,365,0,,,,f,1,0
7048,Sans-Soucis - Duplex lumineux pour 3 personnes,WeHost,"Lyon, France",within an hour,f,53.0,t,45.7500886,Entire rental unit,3,1.0,57.0,90,3,90,90.0,41,161,22,2024-12-09,4.34,4.6,f,41,0
7049,Maison Erable - Welkeys,Welkeys,"Paris, France",within an hour,f,153.0,t,45.7565143,Entire home,4,2.0,,1125,3,1125,32.5,0,0,0,2023-07-02,4.83,4.75,t,14,0
7050,Appartement Centre-Ville Lyon,Raphael,,,f,1.0,t,45.7712523497856,Entire rental unit,4,2.0,,365,1,365,365.0,0,0,0,2023-07-30,4.6,4.5,f,1,0
7051,Dolce Vita - Coeur Lyon 7,Charles,"Clermont-Ferrand, France",within an hour,,88.0,t,45.75034,Entire rental unit,2,1.0,70.0,365,2,1125,1125.0,43,120,9,2024-11-02,4.58,4.92,t,13,0
7052,The Timeless. At the heart of Confluence.,Thien,,within an hour,t,1.0,t,45.7403353792132,Entire rental unit,4,1.0,135.0,16,2,16,16.0,19,19,31,2024-11-24,5.0,4.94,f,1,0
7053,Appartement avec une superbe vue,Kiwest,"Paris, France",a few days or more,t,1.0,t,45.7711514771706,Entire rental unit,4,2.0,92.0,365,30,365,365.0,20,248,3,2024-08-09,4.71,4.86,f,1,0
7054,T3 rénové 10min gare Part dieu - Quartier typique,Laurie,,,f,1.0,t,45.75327,Entire rental unit,4,2.0,140.0,8,2,1125,1125.0,32,74,2,2024-01-20,5.0,4.76,t,1,0
7055,Chez Antoine cosy 2 people Part dieu,David,"Lyon, France",within an hour,f,134.0,t,45.7590094531866,Entire rental unit,2,1.0,48.0,1125,31,686,503.4,41,346,12,2024-11-19,4.27,4.76,t,83,0
7056,L'authentique charmant 2 pers  Croix-Rousse,David,"Lyon, France",within an hour,f,134.0,t,45.772729,Entire rental unit,2,1.0,,90,2,90,90.0,0,0,0,2023-05-21,3.0,4.67,t,83,0
7057,Appartement de beau standing,Pierre,"Lyon, France",within an hour,f,2.0,t,45.75571,Entire rental unit,6,2.0,200.0,120,3,1125,1125.0,0,115,2,2024-11-04,4.33,4.67,t,1,0
7058,Studio in Confluence n Perrache,Timeo,,within an hour,f,3.0,t,45.7441713292515,Entire rental unit,2,0.0,54.0,14,1,1125,1125.0,42,72,74,2024-12-03,4.65,4.7,t,3,0
7059,Le Jacquard-Lyon Center Garage-Contact O66I4O9II9,Eric,"Lyon, France",,f,1.0,t,45.77584,Entire rental unit,8,2.0,179.0,1125,365,1125,1125.0,50,342,10,2024-09-12,4.44,4.56,t,1,0
7060,Grande maison avec piscine Lyon 3eme,Sophie,"Lyon, France",,f,1.0,t,45.7473818104487,Entire home,8,4.0,,22,7,22,22.0,0,0,0,2023-07-21,5.0,4.5,f,1,0
7061,appartement cosy lyon 8,Rayan,,,f,1.0,t,45.7306513075826,Entire rental unit,6,2.0,,365,365,365,365.0,59,364,8,2024-05-15,4.75,4.59,f,1,0
7062,Au coeur de la Croix Rousse Joli T3,Thibault,"Lyon, France",within an hour,t,1.0,t,45.77479,Entire rental unit,6,2.0,110.0,21,365,365,37.3,27,147,19,2024-11-17,4.78,4.75,t,1,0
7063,Appartement 54m2 vue imprenable Fourviere Lyon,Aurélie,"Saint-Paul-Trois-Châteaux, France",within an hour,t,1.0,t,45.7607367761352,Entire rental unit,3,1.0,70.0,730,3,730,730.0,8,15,14,2024-12-08,5.0,4.86,f,1,0
7064,Le KGB Grange Blanche,Stephanie,"Frontonas, France",within an hour,f,10.0,t,45.74355,Entire rental unit,2,0.0,52.0,5,1,1125,1125.0,39,69,26,2024-12-07,4.5,4.64,t,6,0
7065,"Nocnoc Immeuble Le Dubois, 18 ch, jusqu'à 40p",Marine,"Lyon, France",within an hour,f,21.0,t,45.75958,Entire rental unit,16,18.0,1760.0,1125,2,1125,1125.0,58,363,1,2024-01-21,5.0,5.0,f,20,0
7066,T3 famille jardin et transports dans Lyon !,Amandine,"Lyon, France",,f,2.0,t,45.7537163613997,Entire rental unit,4,1.0,,15,4,1125,1125.0,0,0,0,2023-05-22,5.0,4.5,f,1,0
7067,Equipé et classe  - Emplacement privilégié !,Ségolène,"Lyon, France",within an hour,f,38.0,t,45.7676522809423,Entire rental unit,4,1.0,70.0,365,30,1125,1125.0,44,245,1,2024-11-01,5.0,5.0,f,22,0
7068,Le 7ème Art - Monplaisir,Romain,"Lyon, France",within an hour,t,1.0,t,45.7444290589169,Entire rental unit,4,1.0,76.0,31,4,1125,1125.0,35,54,95,2024-12-08,4.98,4.92,t,1,0
7069,Chambre privée dans un appart,Hamza,"Lyon, France",within an hour,t,1.0,t,45.7880000402892,Private room in bed and breakfast,2,2.0,30.0,365,1,365,365.0,41,71,77,2024-12-05,4.86,4.68,t,0,0
7070,Le LOFT des Charmettes,Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.76561,Entire rental unit,4,1.0,,365,28,365,365.0,0,0,3,2024-08-05,4.88,4.5,f,19,0
7071,Appart sur cour proche Bellecour,Stephane,"Écully, France",within an hour,f,1.0,t,45.7564607620746,Entire rental unit,2,1.0,85.0,365,1,365,365.0,42,347,29,2024-11-10,4.48,4.96,f,1,0
7072,Appartement cosy Lyon 6,Audrey,"Lyon, France",within a day,f,1.0,t,45.76374,Entire rental unit,4,1.0,,7,2,7,7.0,0,0,5,2024-11-10,4.84,4.74,f,1,0
7073,Simplicité & confort - Croix Rousse,Christine Elyane,France,within an hour,f,1.0,t,45.7765032143816,Entire rental unit,2,1.0,62.0,365,2,365,365.0,31,109,9,2024-11-22,4.81,4.71,f,1,0
7074,Duplex avec jardin,Manon,"Lyon, France",,f,2.0,t,45.755138482428,Entire rental unit,6,3.0,,365,2,365,365.0,0,0,0,2023-02-26,5.0,5.0,f,1,0
7075,T2 Balcony - Close to the metro - 8 min Downtown,Thibaud,"Lyon, France",within an hour,f,3.0,t,45.7453186,Entire rental unit,2,1.0,86.0,28,2,1125,1125.0,0,0,15,2024-12-13,4.68,4.79,t,2,0
7076,Havre de paix au cœur du 7e,Gareth,"Lyon, France",,f,1.0,t,45.7464624280072,Private room in condo,2,,,365,1,365,365.0,0,0,6,2024-07-26,5.0,5.0,f,0,0
7077,"chambres agréables et chaleureuses, accès commun",Isabelle,"Lyon, France",,f,1.0,f,45.76945,Private room in home,2,1.0,80.0,1125,1,1125,1125.0,0,257,1,2024-03-17,5.0,4.5,t,0,0
7078,Appartement T3 proche Part dieu,Mélissa,"Rochetaillée-sur-Saône, France",within a day,f,1.0,t,45.75763,Entire rental unit,2,1.0,60.0,365,7,365,365.0,58,178,0,,,,f,1,0
7079,Studio exceptionnel avec terrasse proche Part-Dieu,Julien,"Lyon, France",within an hour,t,5.0,t,45.7491217513502,Entire condo,2,0.0,56.0,365,1,365,365.0,32,309,143,2024-12-11,4.93,4.83,f,1,0
7080,Loft contemporain avec terrasse,Thanhtu,"Soc Trang, Vietnam",within a few hours,t,1.0,t,45.7504738,Entire rental unit,8,4.0,314.0,365,2,365,365.0,41,330,49,2024-12-07,4.79,4.77,f,1,0
7081,Au coeur de la Croix- Rousse !,Catherine,"Lyon, France",,f,1.0,t,45.7765469290344,Entire rental unit,5,3.0,,365,365,365,365.0,59,364,5,2024-06-24,3.92,5.0,f,1,0
7082,"A nest for cinema, music, gaming and coffee lovers",Amine,"Lyon, France",,t,2.0,t,45.74745,Entire rental unit,5,1.0,,365,2,365,365.0,0,0,8,2024-06-16,4.56,4.89,f,1,0
7083,Appart lumineux quais de Saône !,Talia,"Orlando, FL",a few days or more,f,1.0,t,45.77717,Private room in rental unit,2,1.0,44.0,18,4,18,18.0,59,364,0,2023-03-01,5.0,5.0,f,0,0
7084,Chambre privative quartier calme,Dominique,"Lyon, France",within a few hours,f,2.0,t,45.75357,Private room in rental unit,2,1.0,28.0,365,1,365,365.0,47,352,17,2024-11-22,4.87,4.8,f,0,0
7085,Grand habitation,Pulido,"Lyon, France",within a few hours,f,2.0,t,45.7336857,Private room in rental unit,1,1.0,57.0,365,1,365,365.0,59,89,4,2024-07-25,5.0,4.8,f,0,0
7086,Studio Cosy de la Part Dieu - Halles Paul Bocuse,Raphaël,"Lyon, France",within an hour,t,1.0,t,45.76397,Entire guest suite,2,1.0,50.0,1125,2,1125,1125.0,22,52,116,2024-12-10,4.82,4.9,f,1,0
7087,Appartement Lyon 6eme Tête d’or,Elodie,"Lyon, France",within an hour,f,1.0,t,45.77493,Entire rental unit,3,1.0,150.0,244,3,244,244.0,46,166,20,2024-12-02,4.92,4.92,f,1,0
7088,Appartement avec balcon & garage,Vanessa,"Lyon, France",,f,1.0,f,45.7786401700929,Entire rental unit,4,2.0,98.0,365,2,365,365.0,12,222,1,2024-01-14,4.33,4.33,f,1,0
7089,Chambre privée Lyon 3,Dominique,"Lyon, France",within a few hours,f,2.0,t,45.75405,Private room in rental unit,2,,,365,1,365,365.0,0,0,3,2024-09-22,4.67,4.33,f,0,0
7090,Grande chambre au cœur de Lyon,Ambroise,"Lyon, France",within a day,f,1.0,t,45.754879829971,Private room in rental unit,2,1.0,60.0,14,1,14,14.0,57,87,2,2024-11-04,4.0,4.44,f,0,0
7091,"Salon, chambre disponible.",Rebuffat,,within a day,f,2.0,t,45.76951,Private room in rental unit,2,1.0,100.0,365,1,365,365.0,59,364,2,2024-11-21,5.0,5.0,f,0,0
7092,Studio Capponi-2 pers-Terreaux-Croix rousse,David,"Lyon, France",within an hour,f,134.0,t,45.770974,Entire rental unit,2,1.0,39.0,1125,31,686,503.4,56,361,13,2024-11-27,4.23,4.67,t,83,0
7093,Là-Haut - Chez Sandra,Sandra,"Lyon, France",within an hour,t,1.0,t,45.7762970179649,Entire condo,2,1.0,69.0,120,3,120,120.0,26,96,25,2024-12-08,4.97,4.92,f,1,0
7094,"T2 typique en plein centre, logement entier privé",Emmanuel,"Geneva, Switzerland",within an hour,f,2.0,t,45.7681621036464,Entire rental unit,2,1.0,56.0,700,4,700,700.0,26,182,8,2024-12-10,4.62,4.92,f,2,0
7095,"Hypercentre, appartement confortable, au calme.",Famille,,within an hour,t,3.0,t,45.76976,Entire rental unit,4,1.0,72.0,28,2,1125,1125.0,20,20,26,2024-11-25,4.56,4.87,f,2,0
7096,"Appartement - Lyon 06, Tête d'or",Julien,,within an hour,t,1.0,t,45.77135,Entire rental unit,4,1.0,122.0,15,2,15,15.0,21,249,18,2024-11-22,4.64,4.89,f,1,0
7097,Ravissant duplex sur jardin,Gaëlle,,within an hour,f,4.0,t,45.7859318469598,Entire rental unit,5,1.0,78.0,1125,2,1125,1125.0,20,20,4,2024-06-27,3.6,4.1,f,3,0
7098,Appartement rénové avec terrasse - Gare Part-Dieu,Ornella,,,f,1.0,t,45.75543,Entire rental unit,3,1.0,,365,3,365,365.0,0,0,0,2023-05-21,5.0,5.0,f,1,0
7099,Élégant 45 m2 Lyon 6 + garage. Idéalement situé,Marie,"Coubon, France",,f,1.0,f,45.7711082,Entire rental unit,4,1.0,136.0,15,2,1125,1125.0,4,41,1,2024-06-03,4.88,5.0,t,1,0
7100,Grand studio Croix-Rousse,Bertrand,"Lyon, France",within an hour,t,1.0,t,45.7767234144463,Entire rental unit,2,1.0,75.0,120,18,120,120.0,58,363,23,2024-12-02,4.92,4.98,f,1,0
7101,Chambre individuelle à Lyon 8e,Marie,"Lyon, France",,t,2.0,f,45.72727,Private room in condo,1,,,7,2,7,7.0,0,0,20,2024-08-25,4.93,4.79,f,0,0
7102,Porte DU VIEUX LYON 2,Aline,"Lyon, France",within an hour,f,62.0,t,45.750696,Entire rental unit,8,3.0,103.0,365,2,1125,1125.0,38,194,41,2024-12-07,4.88,4.66,t,21,0
7103,Lola,Laurent,,within an hour,f,7.0,t,45.7551062724708,Entire rental unit,2,1.0,,14,1,14,14.0,42,347,5,2024-11-10,4.79,4.0,t,5,0
7104,Luna,Laurent,,within an hour,f,7.0,t,45.7546389696495,Entire rental unit,2,1.0,,14,1,14,14.0,42,347,3,2024-07-25,4.67,4.56,t,5,0
7105,Superbe vue sur la Saône - Fête des Lumières,Daisy,"Lyon, France",,f,1.0,t,45.7826402865255,Private room in rental unit,2,,,365,1,365,365.0,0,0,0,2023-12-09,4.75,4.5,f,0,0
7106,Chambre lumineux Croix rousse,Aimée,"Lyon, France",,f,1.0,t,45.77841,Private room in rental unit,2,,,365,1,365,365.0,0,0,0,2023-08-06,4.5,4.75,f,0,0
7107,GuestReady - Relax in comfort in the 3rd Arr.,Gossart-Tran,,,f,1.0,t,45.75638,Entire rental unit,4,2.0,,1125,30,1125,285.7,54,359,1,2024-01-19,3.4,4.0,t,1,0
7108,Stop Chez M Style *Qualité*Confort*Simplicité*,Stop Chez M,"Brignais, France",within an hour,f,23.0,t,45.7498222269954,Entire rental unit,4,1.0,72.0,365,30,1125,1125.0,48,245,3,2024-09-15,4.5,4.75,f,1,0
7109,Appart atypique vue sur Saône,Hugo,,within a few hours,f,1.0,t,45.7665612900303,Entire rental unit,2,1.0,100.0,29,4,29,29.0,58,363,6,2024-09-28,4.23,4.73,f,1,0
7110,Duplex à Lyon en Rooftop,Edwige,"Lyon, France",,f,1.0,t,45.734635,Entire rental unit,6,3.0,,120,3,120,120.0,0,0,14,2024-07-20,4.59,4.45,f,1,0
7111,"Spacieux, lumineux, chic, neuf cœur du 6ième-Foch",Tahar,"Lyon, France",within an hour,t,1.0,t,45.7678111691026,Entire rental unit,4,1.0,200.0,1125,2,1125,1125.0,43,348,12,2024-12-02,5.0,5.0,t,1,0
7112,Appartement dans le centre de Lyon pour 4,Grégory,"Lyon, France",within an hour,f,1.0,t,45.7501019563218,Entire rental unit,4,1.0,91.0,365,3,365,365.0,9,9,3,2024-11-10,4.33,4.89,f,1,0
7113,Studio 20m² au cœur de Lyon,Jonathan,"Lyon, France",,f,1.0,t,45.75765,Entire rental unit,2,1.0,,365,2,365,365.0,0,0,0,2023-06-29,3.89,4.22,t,1,0
7114,Logement 7 personnes avec Terrasse au cœur de Lyon,Sébastien,"Valence, France",within an hour,t,3.0,t,45.7343052263126,Entire rental unit,7,2.0,140.0,14,3,14,14.0,35,326,9,2024-11-03,5.0,4.6,f,1,0
7115,T1  Lyon3 Grange Blanche Studio proche métroD T2T5,Julie Et Nouredine,"Lyon, France",within an hour,f,4.0,t,45.745389,Entire rental unit,3,1.0,53.0,365,2,1125,1125.0,17,17,49,2024-11-25,4.76,4.62,f,3,0
7116,Charmant studio avec jardin,Vincent,"Lyon, France",within an hour,t,1.0,t,45.7814406,Entire rental unit,2,1.0,72.0,1125,1,1125,1125.0,54,90,49,2024-12-01,4.93,4.78,f,1,0
7117,Pleasant decorator's studio - Near Metro AIL,Ghislain,,within an hour,t,1.0,t,45.7515542,Entire rental unit,2,0.0,66.0,1125,4,1125,691.4,38,157,2,2024-10-27,4.86,4.71,f,1,0
7118,Lyon quais de Saône,Elodie,"Lyon, France",,f,1.0,t,45.76786,Entire rental unit,2,1.0,100.0,15,2,15,15.0,0,42,2,2024-06-25,4.71,4.57,f,1,0
7119,Près du métro Gare de Vaise | Chambre cosy + WiFi,Leavetown,"Paris, France",within an hour,f,45.0,t,45.7859919814321,Room in boutique hotel,2,1.0,111.0,365,2,365,365.0,56,360,0,,,,t,0,0
7120,À 10 min du métro | Terrasse + Vue panoramique,Leavetown,"Paris, France",within an hour,f,45.0,t,45.78748,Room in boutique hotel,2,1.0,195.0,365,2,365,365.0,26,331,0,,,,t,0,0
7121,À 20 min du centre-ville | Chambre moderne + WiFi,Leavetown,"Paris, France",within an hour,f,45.0,t,45.78753,Room in boutique hotel,2,1.0,103.0,365,2,365,365.0,54,359,0,,,,t,0,0
7122,À 10 min du métro Gare de Vaise | Moderne + WiFi,Leavetown,"Paris, France",within an hour,f,45.0,t,45.7854137192033,Room in boutique hotel,2,1.0,,365,2,365,365.0,57,361,0,,,,t,0,0
7123,Près du métro | Chambre Twin + Bureau & Internet,Leavetown,"Paris, France",within an hour,f,45.0,t,45.7856589038006,Room in boutique hotel,2,1.0,110.0,365,2,365,365.0,57,362,0,,,,t,0,0
7124,Appartement Lyon gare part Dieu,Lotfi,"Feyzin, France",,f,1.0,f,45.7554,Entire rental unit,3,1.0,,1125,365,1125,1125.0,0,0,0,2023-04-05,4.5,5.0,f,1,0
7125,Dify Cordeliers - Centre Ville,Tiphaine & Anne,"Lyon, France",,f,48.0,t,45.7666,Entire rental unit,2,1.0,,1125,1,1125,1125.0,0,0,1,2024-04-04,4.75,5.0,t,35,0
7126,Idéal déplacement pro / Place Sathonay,Ségolène,"Lyon, France",within an hour,f,38.0,t,45.7678464962564,Entire rental unit,2,1.0,,365,31,1125,1125.0,0,0,0,2023-06-28,5.0,5.0,f,22,0
7127,Le Chariot d'Or - Beautiful T3 Apartment,Axel,France,within an hour,f,41.0,t,45.7777147,Entire rental unit,5,3.0,100.0,1125,31,944,761.4,35,334,37,2024-12-08,4.51,4.75,t,21,0
7128,Studio centre ville,Celia,"Lyon, France",within a day,f,1.0,t,45.7686603329743,Entire rental unit,3,0.0,55.0,365,50,365,365.0,10,222,2,2024-08-30,4.8,5.0,f,1,0
7129,appartement tout équipé vieux Lyon,Frédéric,"Lyon, France",within an hour,t,2.0,t,45.7573843,Entire rental unit,2,0.0,67.0,1125,2,1125,1125.0,33,233,55,2024-11-07,4.71,4.93,f,2,0
7130,Appartement Canut - Croix-Rousse,Valentin,"Lyon, France",within an hour,t,1.0,t,45.7770999538663,Entire rental unit,2,1.0,94.0,15,1,15,15.0,41,83,22,2024-11-22,4.93,4.96,f,1,0
7131,Appart croix rousse avec extérieur,Camille,"Lyon, France",,f,1.0,t,45.7776576,Entire rental unit,5,1.0,400.0,1125,7,1125,1125.0,57,177,0,,,,f,1,0
7132,Appartement Lyon 6e - Brotteaux,Antonin,"Lyon, France",within a few hours,f,1.0,t,45.77103,Entire rental unit,2,1.0,161.0,30,2,30,30.0,59,269,2,2024-09-13,4.5,5.0,f,1,0
7133,Duplex charmant au cœur de Lyon,Charlotte,"Lyon, France",within a few hours,f,1.0,t,45.7728425207369,Entire rental unit,2,1.0,99.0,30,2,30,30.0,56,361,11,2024-11-22,4.45,4.83,f,1,0
7134,"2 Chambres, résidence sécurisée, 5 mn du centre !",Aline,"Lyon, France",within an hour,f,62.0,t,45.753156567502,Entire rental unit,6,2.0,91.0,365,2,365,365.0,60,77,12,2024-12-06,4.64,4.44,f,21,0
7135,Magnifique cocon spacieux dans un quartier calme,Jean-Charles,"Lyon, France",,f,1.0,t,45.740594,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2023-07-12,1.0,1.0,f,1,0
7136,T2 proche Gare Part-Dieu,Clem,"Lyon, France",within a day,t,1.0,t,45.7640843,Entire rental unit,2,1.0,64.0,1125,3,1125,1125.0,11,30,12,2024-10-18,5.0,4.87,f,1,0
7137,Appartement centre ville Lyon 3,Cherifi,"Meyzieu, France",within an hour,f,1.0,t,45.7568974,Entire rental unit,4,2.0,150.0,110,1,110,110.0,6,6,0,2023-11-22,4.42,4.37,t,1,0
7138,Charming centrally located apartment + parking,Ghufran,"Lyon, France",within a few hours,t,2.0,t,45.74165407742,Entire rental unit,6,2.0,160.0,365,2,1125,1125.0,29,34,5,2024-08-07,5.0,4.63,f,1,0
7139,Joli duplex à la Croix-Rousse,Laurence,"Lyon, France",,f,1.0,t,45.7747853,Entire rental unit,4,2.0,,365,3,365,365.0,0,0,3,2024-05-20,5.0,5.0,f,1,0
7140,Sous-Location - Lyon - Hôtel de Ville,Vincent,"Lyon, France",within an hour,t,1.0,t,45.7698873950393,Entire rental unit,2,1.0,,730,2,730,730.0,0,0,13,2024-12-08,4.65,5.0,f,1,0
7141,Appartement T2 traversant proximité Tramway,Damien,"Lyon, France",within a day,f,1.0,t,45.73009,Entire rental unit,4,1.0,40.0,1125,30,1125,1125.0,49,49,2,2024-08-31,4.5,3.5,f,1,0
7142,Peaceful in the heart of Old Lyon,Guillaume,"Montcenis, France",within an hour,f,1.0,t,45.7645831,Entire rental unit,4,1.0,46.0,365,3,1125,1125.0,37,326,39,2024-11-29,4.55,4.95,f,1,0
7143,Beau Duplex avec jardin et vue,Gilles,"Régnié-Durette, France",within an hour,t,8.0,t,45.7583651251532,Entire rental unit,8,2.0,217.0,365,2,1125,1125.0,39,307,19,2024-12-08,4.88,4.79,t,7,0
7144,Coeur de Presqu’île Hotel Dieu,Gilles,"Régnié-Durette, France",within an hour,t,8.0,t,45.7582086733227,Entire condo,6,2.0,273.0,365,2,365,365.0,37,174,12,2024-07-30,5.0,4.89,f,7,0
7145,T1bis cosy Place Croix Paquet,Nina,"Lyon, France",within an hour,f,1.0,t,45.7700861,Entire rental unit,2,1.0,61.0,365,3,365,365.0,10,85,35,2024-11-02,4.94,4.94,f,1,0
7146,Le petit Georges cosy 2 pers Perrache,David,"Lyon, France",within an hour,f,134.0,t,45.7472447,Entire rental unit,2,1.0,,90,2,90,90.0,0,0,4,2024-05-23,4.46,4.85,t,83,0
7147,"""On s'y sent bien"" Proche Tête d'Or & Croix-Rousse",Karine,"Lyon, France",within an hour,t,1.0,t,45.7799709258757,Entire rental unit,2,1.0,84.0,90,4,1125,1125.0,9,101,56,2024-12-09,4.86,4.51,f,1,0
7148,Appt d'exception sur une île,Mathieu,"Lyon, France",within an hour,t,2.0,t,45.7980141396321,Entire rental unit,4,2.0,303.0,30,1,30,30.0,42,91,4,2024-07-24,5.0,4.86,t,2,0
7149,Joli appartement Jean Macé,Gaëtan,"Paris, France",,f,1.0,t,45.7472661639289,Entire rental unit,2,1.0,,365,7,1125,1125.0,0,0,0,2023-11-02,4.08,4.77,f,1,0
7150,Cosy appartement 3 chambres + parking privé,Sofian,"Paris, France",within an hour,t,6.0,t,45.7381329,Entire rental unit,6,3.0,213.0,365,1,1125,1125.0,34,315,30,2024-11-29,4.7,4.71,t,1,0
7151,"Appartement 2 pièces 35 m² calme, cosy et lumineux",Rodolphe,"Villeurbanne, France",within an hour,f,3.0,t,45.74737,Entire rental unit,4,1.0,56.0,365,2,365,365.0,41,71,40,2024-12-13,4.82,4.76,f,1,0
7152,Studio à 9 min de Part Dieu à pied,Nathanael,"Lyon, France",,f,9.0,t,45.7562375142317,Entire rental unit,2,0.0,49.0,365,5,1125,1125.0,23,127,68,2024-11-23,4.68,4.73,t,5,0
7153,"Chambre & sd bain privées, loft partagé, ROUGE",Georges,"Lyon, France",within an hour,f,3.0,t,45.753245821179,Private room in rental unit,4,1.0,44.0,365,1,1125,1125.0,27,27,51,2024-11-28,4.47,4.8,t,0,0
7154,Dify Opéra - Hôtel de Ville,Tiphaine & Anne,"Lyon, France",,f,48.0,t,45.7653713055297,Entire rental unit,4,2.0,189.0,1125,3,1125,798.8,11,139,16,2024-10-16,4.77,4.92,t,35,0
7155,"Suite Les Nébuleuses, Terreaux/Capucins",Damien,"Lyon, France",,f,177.0,t,45.7697254319175,Entire rental unit,2,0.0,89.0,90,2,1125,1125.0,48,258,62,2024-11-30,4.39,4.8,f,107,0
7156,Studio meublé à Lyon Gerland,Patrice,"Lyon, France",,f,3.0,t,45.7322018,Entire rental unit,2,1.0,,365,3,365,365.0,0,0,0,2023-06-28,3.0,5.0,f,2,0
7157,Joli Studio - Lyon 3,Timour,,within an hour,f,4.0,t,45.7558152,Entire rental unit,2,1.0,63.0,365,2,1125,1125.0,42,343,1,2024-06-23,3.8,4.6,t,4,0
7158,T2 meublé avec box tout compris Marina Confluence,Livea,"Collonges-au-Mont-d'Or, France",within an hour,t,12.0,t,45.7415415,Entire rental unit,2,1.0,,365,30,365,365.0,0,0,1,2024-09-20,5.0,5.0,f,8,0
7159,Havre de paix idéalement placé dans Lyon !,Estelle,"Lyon, France",,f,1.0,t,45.7572713003266,Entire rental unit,2,2.0,,365,2,365,365.0,0,0,2,2024-10-13,4.8,4.8,f,1,0
7160,T2 meublé tout compris coeur Part-Dieu,Livea,"Collonges-au-Mont-d'Or, France",within an hour,t,12.0,t,45.7557864891594,Entire rental unit,2,1.0,,365,30,365,365.0,0,0,0,2023-09-10,5.0,5.0,f,8,0
7161,Appartement à 10 min du centre,Anaëlle,,,f,1.0,f,45.7741666186723,Entire rental unit,6,2.0,,10,2,10,10.0,0,0,0,2023-09-17,5.0,5.0,f,1,0
7162,Appart Cosy au Cœur de Lyon !,Frédérique,"Sérézin-du-Rhône, France",within an hour,t,1.0,t,45.7548688,Entire rental unit,5,1.0,98.0,1125,2,1125,1125.0,23,130,71,2024-11-29,4.98,4.61,f,1,0
